book_id,isbn,isbn13,language_code,ratings_count,text_reviews_count
1,439785960,9780439785969,eng,2095690,27591
2,439358078,9780439358071,eng,2153167,29221
4,439554896,9780439554893,eng,6333,244
5,043965548X,9780439655484,eng,2339585,36325
8,439682584,9780439682589,eng,41428,164
9,976540606,9780976540601,en-US,19,1
10,439827604,9780439827607,eng,28242,808
12,517226952,9780517226957,eng,3628,254
13,345453743,9780345453747,eng,249558,4080
14,1400052920,9781400052929,eng,4930,460
16,739322206,9780739322208,eng,1266,253
18,517149257,9780517149256,eng,2877,195
21,076790818X,9780767908184,eng,248558,9396
22,767915062,9780767915069,eng,7270,499
23,767910435,9780767910439,eng,2088,131
24,767903862,9780767903868,eng,72451,4245
25,076790382X,9780767903820,eng,49240,2211
26,60920084,9780060920081,eng,45712,2257
27,380713802,9780380713806,eng,48701,2238
28,380727501,9780380727506,eng,80609,3301
29,380715430,9780380715435,eng,28489,2085
30,345538374,9780345538376,eng,101233,1550
31,618517650,9780618517657,eng,1710,91
34,618346252,9780618346257,eng,2128944,13670
35,618260587,9780618260584,en-US,1618,140
36,618391002,9780618391004,eng,19822,46
37,618510826,9780618510825,eng,359,6
45,097669400X,9780976694007,eng,1430,59
50,689840926,9780689840920,eng,270244,12017
51,1557344493,9781557344496,eng,36,2
53,385326505,9780385326506,eng,2067,334
54,1575606240,9781575606248,eng,6,0
55,1595580271,9781595580276,en-US,99,16
57,1595962808,9781595962805,eng,167,4
58,670059676,9780670059676,eng,978,111
59,141312629,9780141312620,eng,4454,302
61,595321801,9780595321803,eng,1176,96
63,1590301943,9781590301944,eng,301,43
66,449146979,9780449146972,eng,345,12
67,61159174,9780061159176,eng,29686,2626
68,006076273X,9780060762735,en-US,55,12
69,60749911,9780060749910,eng,22,3
71,273704745,9780273704744,eng,1456,82
72,1932386106,9781932386103,eng,52,4
74,374517193,9780374517199,eng,562,37
75,374280398,9780374280390,en-US,1630,203
76,374519749,9780374519742,eng,268,22
77,374522596,9780374522599,en-US,3498,305
78,374518734,9780374518738,eng,3115,228
79,374522871,9780374522872,eng,5704,261
80,374519323,9780374519322,fre,698,52
81,374516006,9780374516000,eng,542,36
83,374520658,9780374520656,eng,1341,98
85,822205106,9780822205104,eng,1423,70
86,679734996,9780679734994,eng,2766,64
89,1596670231,9781596670235,eng,31,1
90,1581807740,9781581807745,en-US,62,4
91,800793617,9780800793616,eng,860,53
92,871202867,9780871202864,en-US,77,2
93,753454947,9780753454947,eng,153317,2257
94,871209993,9780871209993,eng,55,5
96,1852402873,9781852402877,eng,34,6
98,761129588,9780761129585,eng,11797,659
99,972016414,9780972016414,eng,34,8
100,1581805632,9781581805635,en-US,78,4
103,441294677,9780441294671,eng,2785,166
105,441102670,9780441102679,eng,38778,568
106,441172695,9780441172696,eng,97494,2359
107,765306476,9780765306470,en-US,784,21
109,399128980,9780399128981,eng,272,20
110,765353709,9780765353702,eng,4789,83
117,441328008,9780441328000,eng,45388,644
119,618212906,9780618212903,eng,26153,102
122,034541005X,9780345410054,eng,69167,4551
123,385732546,9780385732543,eng,45,13
129,785260056,9780785260059,en-US,16,1
130,471780936,9780471780939,eng,174,16
131,325001537,9780325001531,eng,10,0
132,006076287X,9780060762872,eng,76,9
133,470045299,9780470045299,eng,111,9
135,72262788,9780072262780,eng,24,0
137,764569244,9780764569241,eng,55,4
138,471933821,9780471933823,eng,9,0
139,764559915,9780764559914,en-US,22,1
140,764584383,9780764584381,en-US,17,3
141,596523696,9780596523695,eng,166,4
142,806523492,9780806523491,eng,50,5
144,806525363,9780806525365,eng,13,2
147,596527314,9780596527310,eng,64,1
151,143035002,9780143035008,eng,16643,1851
152,451528611,9780451528612,eng,109420,5696
153,140449175,9780140449174,eng,2904,309
154,822001837,9780822001836,eng,16,3
155,1593080271,9781593080273,eng,9564,726
156,486437965,9780486437965,eng,474,72
157,1593081774,9781593081775,eng,303,48
159,778322270,9780778322276,eng,411,65
160,521313252,9780521313254,eng,1204,33
162,140183957,9780140183955,eng,3429,279
163,679767479,9780679767473,eng,2163,216
164,1568491980,9781568491981,eng,613,31
165,743270797,9780743270793,en-US,308,40
166,932863051,9780932863058,eng,10,0
168,742508803,9780742508804,eng,16,4
171,205358624,9780205358625,eng,10,0
177,1557344035,9781557344038,eng,17,0
180,380720442,9780380720446,eng,1035,23
181,821925326,9780821925324,eng,36,6
182,043927169X,9780439271691,eng,15,0
201,606105263,9780606105262,spa,6,1
204,751506435,9780751506433,eng,376,17
205,006078671X,9780060786717,eng,3086,237
207,743499344,9780743499347,en-US,352,44
208,765313405,9780765313409,eng,9852,633
213,1400032490,9781400032495,eng,821,78
214,1400032482,9781400032488,eng,731,72
216,1400032466,9781400032464,eng,2897,178
230,679732527,9780679732525,eng,98,11
231,312424442,9780312424442,eng,20888,1688
237,806930772,9780806930770,eng,66,19
244,140366601,9780140366600,eng,81,6
245,811201120,9780811201124,eng,981,52
247,080213016X,9780802130167,eng,3381,141
249,802131786,9780802131782,eng,53206,2376
250,802151825,9780802151827,eng,14872,459
251,802151787,9780802151780,eng,3261,58
252,802151809,9780802151803,eng,7805,251
253,811201066,9780811201063,eng,2699,142
264,141439637,9780141439631,eng,61640,1951
269,1593080964,9781593080969,eng,392,41
277,1571290532,9781571290533,eng,778,44
278,1565842219,9781565842212,eng,963,65
280,394743040,9780394743042,en-US,2057,128
285,1851681825,9781851681822,eng,203,8
288,156656249X,9781566562492,eng,35,2
289,014019553X,9780140195538,eng,328,16
290,394431243,9780394431246,eng,1308,82
291,806501901,9780806501901,eng,6432,517
292,067943920X,9780679439202,eng,3015,217
295,753453800,9780753453803,eng,318753,6734
296,1402714572,9781402714573,en-US,420,42
297,1416500294,9781416500292,eng,5967,276
298,689854684,9780689854682,eng,104,14
299,517221144,9780517221143,en-US,56,4
302,1577658051,9781577658054,eng,91,16
313,933121180,9780933121188,eng,88,4
324,785950109,9780785950103,spa,63,7
330,394800842,9780394800844,eng,2815,164
332,821778250,9780821778258,eng,95,13
333,60733039,9780060733032,eng,217,24
337,8432216062,9788432216060,spa,4136,255
348,345413997,9780345413994,eng,17232,649
350,441788386,9780441788385,eng,251872,6241
354,441748600,9780441748600,en-US,10293,193
355,345316509,9780345316509,en-US,15970,438
356,765314932,9780765314932,eng,6898,200
357,671742515,9780671742515,en-US,67803,1401
359,345455290,9780345455291,eng,22091,746
362,345476514,9780345476517,eng,2623,49
367,345368436,9780345368430,eng,885,84
377,1417622857,9781417622856,eng,5,0
382,573650969,9780573650963,eng,100,13
385,691122946,9780691122946,eng,9358,995
386,393329402,9780393329407,eng,9318,907
394,671867423,9780671867423,en-US,120,15
397,395883970,9780395883976,eng,5239,76
399,684848155,9780684848150,eng,1505,175
400,140156046,9780140156041,eng,11857,564
403,140119485,9780140119480,eng,393,55
404,679722947,9780679722946,eng,1356,72
406,743244257,9780743244251,eng,460,41
407,140179178,9780140179170,eng,2492,145
408,679722955,9780679722953,eng,3100,212
409,159420120X,9781594201202,eng,5296,587
410,60930217,9780060930219,eng,1415,177
411,60931671,9780060931674,eng,2161,230
412,140283382,9780140283389,eng,762,213
413,312423209,9780312423209,eng,8086,602
414,141180633,9780141180632,en-US,702,69
415,143039946,9780143039945,eng,29764,2164
416,316724432,9780316724432,eng,334,34
418,140189300,9780140189308,eng,2473,220
420,140004314X,9781400043149,en-US,2656,336
421,374522219,9780374522216,eng,11889,738
422,679754865,9780679754862,eng,2962,255
423,679752862,9780679752868,eng,2842,292
424,374521727,9780374521721,eng,26934,1825
425,679754857,9780679754855,en-US,2070,169
426,307264874,9780307264879,eng,1564,108
428,374529949,9780374529949,eng,23656,1706
431,143039830,9780143039839,eng,43200,1873
432,140097317,9780140097313,eng,12410,734
434,014009735X,9780140097351,eng,3672,195
435,940650762,9780940650763,eng,2998,164
444,963188925,9780963188922,eng,74,2
446,312426232,9780312426231,eng,17977,1157
447,140115854,9780140115857,eng,16099,503
453,140154078,9780140154078,en-US,361,36
454,805081453,9780805081459,eng,6688,562
456,140178139,9780140178135,eng,11744,443
463,811214982,9780811214988,eng,2390,120
466,2742741461,9782742741465,fre,21,1
475,143036556,9780143036555,eng,52522,2780
476,446579785,9780446579780,en-US,213,26
477,052138673X,9780521386739,eng,719,86
478,743203046,9780743203043,eng,4762,512
481,034543871X,9780345438713,eng,62,4
484,393318281,9780393318289,eng,278,20
493,1599869942,9781599869940,eng,2862,262
494,806519606,9780806519609,eng,2829,334
497,822549204,9780822549208,eng,105,5
498,932813860,9780932813862,eng,102,2
511,373792689,9780373792689,eng,478,12
515,974514055,9780974514055,en-US,1577,49
523,764585975,9780764585975,eng,73,8
524,307281701,9780307281708,eng,408,96
531,812969707,9780812969702,eng,1693,100
534,60255080,9780060255084,eng,1,0
537,330485385,9780330485388,en-GB,6485,966
538,159413023X,9781594130236,en-US,367,73
539,345360354,9780345360359,eng,1371,43
565,321303474,785342303476,en-US,793,28
570,321430840,9780321430847,en-US,549,42
576,3822840858,9783822840856,mul,288,31
597,743264460,9780743264464,eng,26381,1109
599,743236017,9780743236010,eng,62089,3324
619,553572490,9780553572490,eng,474,19
629,60589469,9780060589462,eng,166046,6446
639,802789471,9780802789471,eng,1773,274
642,688060692,9780688060695,en-GB,286,10
643,185960515X,9781859605158,eng,40,2
650,1592530877,9781592530878,eng,27,0
655,451528808,9780451528803,eng,7300,266
656,192833987,9780192833983,eng,211671,6245
658,486451380,9780486451381,eng,2403,210
662,452011876,9780452011878,eng,322483,14702
663,451163087,9780451163080,eng,2750,108
664,452286751,9780452286757,en-US,1886,229
665,451163931,9780451163936,eng,11462,467
667,452281253,9780452281257,eng,110952,7277
668,451187849,9780451187840,eng,23199,1086
669,451147952,9780451147950,eng,3501,153
670,452274044,9780452274044,eng,18,2
672,471791431,9780471791430,eng,150,7
675,553803816,9780553803815,eng,646,83
676,375755195,9780375755194,eng,12180,630
678,1592283195,9781592283194,eng,51,5
681,975599518,9780975599518,en-US,1601,284
685,374502005,9780374502003,eng,8854,672
698,307263940,9780307263940,eng,17155,1841
700,312405545,9780312405540,eng,44,3
702,019517013X,9780195170139,en-US,234,11
703,1400079497,9781400079490,eng,33321,2925
707,688171621,9780688171629,en-GB,8703,417
759,60932686,9780060932688,eng,6375,179
762,1400034957,9781400034956,spa,7888,411
763,307350428,9780307350428,spa,130,5
764,307350444,9780307350442,spa,4508,278
765,140003454X,9781400034543,eng,397,47
766,1400095808,9781400095803,spa,5856,377
771,375708111,9780375708114,eng,32569,1058
775,086171492X,9780861714926,eng,37,6
787,184353584X,9781843535843,eng,1,0
793,1740594770,9781740594776,eng,11,0
797,8408064762,9788408064763,spa,0,0
799,1740592050,9781740592055,eng,0,0
815,618710531,9780618710539,eng,6870,237
816,60512806,9780060512804,eng,83184,4249
821,2228894168,9782228894166,fre,5,0
822,60733357,9780060733353,en-US,19320,565
823,60593083,9780060593087,eng,30872,1735
824,553383442,9780553383447,eng,2465,137
826,380816032,9780380816033,en-US,4657,223
827,553380966,9780553380965,eng,71042,2767
828,553383434,9780553383430,eng,4731,270
829,60833181,9780060833183,en-US,1567,65
830,553380958,9780553380958,eng,188100,6612
834,1880685353,9781880685358,eng,1474,30
835,1880685337,9781880685334,eng,1929,72
840,465067107,9780465067107,eng,18602,1379
841,465051367,9780465051366,eng,3702,149
842,465067093,9780465067091,eng,265,31
848,898709199,9780898709193,en-GB,51,7
864,60887966,9780060887964,eng,920,76
865,61122416,9780061122415,eng,1631221,55843
866,142150460X,9781421504605,eng,9013,153
868,1591169259,9781591169253,eng,16666,299
869,1421504596,9781421504599,eng,11451,161
870,1591169208,9781591169208,eng,111091,1427
871,1591169291,9781591169291,eng,10752,294
872,006019250X,9780060192501,en-US,251,32
873,1591169232,9781591169239,eng,14923,419
880,812974611,9780812974614,eng,26922,1726
888,158715739X,9781587157394,eng,1156,68
890,142000671,9780142000670,eng,1755253,25554
900,60554738,9780060554736,en-US,20529,1592
902,014240120X,9780142401200,eng,142121,8782
903,808553038,9780808553038,eng,30231,1130
929,1400096898,9781400096893,eng,280309,3703
930,739326228,9780739326220,eng,1301083,19296
931,99498189,9780099498186,en-US,2122,256
932,1557046832,9781557046833,eng,145,8
933,99771519,9780099771517,eng,4189,462
935,074343059X,9780743430593,eng,1556,158
941,1932664394,9781932664393,eng,9,2
944,521750849,9780521750844,eng,59,7
955,802415318,9780802415318,eng,22,4
960,1416524797,9781416524793,eng,2418736,21303
965,849561877X,9788495618771,spa,196,20
966,972859896,9780972859899,spa,65,7
968,307277674,9780307277671,eng,1679706,35877
969,076792603X,9780767926034,eng,1120,105
972,2266144340,9782266144346,fre,377,16
975,1416524800,9781416524809,eng,4919,410
977,552151769,9780552151764,eng,3353,183
980,593055071,9780593055076,eng,61,4
987,078601606X,9780786016068,eng,456,41
998,671015206,9780671015206,eng,61760,2600
1005,1585424331,9781585424337,eng,88897,2334
1007,1932429239,9781932429237,eng,48,9
1014,977616657,9780977616657,eng,173,14
1022,1563410907,9781563410901,en-US,253,17
1032,345479173,9780345479174,en-US,12748,948
1052,451205367,9780451205360,eng,76451,3400
1053,1419349996,9781419349997,eng,86,15
1059,1400098033,9781400098033,eng,9498,637
1067,743226720,9780743226721,eng,166916,6243
1068,140481397,9780140481396,eng,1299,30
1073,226014908,9780226014906,eng,31,5
1078,1416500189,9781416500186,eng,200744,7656
1090,310258979,9780310258971,eng,26,2
1097,60838582,9780060838584,eng,190039,4922
1099,141006870,9780141006871,eng,811,77
1103,812968069,9780812968064,eng,297533,14935
1110,385340540,9780385340540,eng,72361,2334
1111,394720245,9780394720241,eng,11208,1237
1117,345480600,9780345480606,eng,28,1
1120,60193395,9780060193393,en-US,3877,275
1121,1579546013,9781579546014,en-US,401,63
1123,972018417,9780972018418,eng,814,51
1130,471743674,9780471743675,en-US,228,16
1138,471430455,9780471430452,eng,39,1
1164,805431578,9780805431575,eng,26,8
1167,679838864,9780679838869,en-US,11178,623
1169,373250711,9780373250714,eng,3379,67
1171,140143459,9780140143454,eng,22843,936
1177,802732291,9780802732293,eng,13,1
1188,1841721476,694055000612,eng,8,2
1191,030723827X,9780307238276,eng,14103,74
1192,1400052580,9781400052585,eng,40125,217
1193,307346587,9780307346582,eng,8822,55
1196,1400052386,9781400052387,eng,3697,34
1197,609609971,9780609609972,eng,1426,16
1198,1400052378,9781400052370,eng,275,15
1202,61234001,9780061234002,eng,628745,13034
1204,8466625127,9788466625128,spa,193,23
1206,61245135,9780061245138,en-US,98,5
1218,399153594,9780399153594,eng,189,25
1226,156030209,9780156030205,en-US,4318,668
1230,828808392,9780828808392,fre,177,26
1234,140285970,9780140285970,eng,102,8
1241,307276902,9780307276902,eng,206011,10821
1242,1411677315,9781411677319,en-US,43,6
1243,61171468,9780061171468,en-US,201,24
1246,787968331,9780787968335,en-US,873,40
1252,446394599,9780446394598,eng,5354,281
1255,131494848,9780131494848,en-GB,55,4
1265,316861014,9780316861014,eng,1820,147
1274,60574216,9780060574215,eng,132062,3303
1276,60192771,9780060192778,en-US,18,1
1281,006123205X,9780061232053,eng,43,3
1290,735200300,9780735200302,en-US,82,13
1295,553381679,9780553381672,eng,184418,4432
1296,517542021,9780517542026,eng,495,67
1301,393324818,9780393324815,eng,85094,4155
1302,744005612,9780744005615,eng,0,0
1303,140280197,9780140280197,eng,60946,3167
1305,055338368X,9780553383683,eng,21934,1629
1307,553295411,9780553295412,eng,16312,175
1312,812590104,9780812590104,en-US,146,4
1315,038551641X,9780385516419,eng,3002,198
1317,553381393,9780553381399,eng,3422,157
1318,553382047,9780553382044,eng,2138,125
1319,446691437,9780446691437,eng,53653,4702
1320,826413013,9780826413017,en-US,14,2
1322,811701646,9780811701648,eng,85,6
1326,140442758,9780140442755,en-US,226,20
1327,192802771,9780192802774,eng,29,6
1328,140449744,9780140449747,eng,236,22
1334,879756322,9780879756321,eng,14,0
1337,189031823X,9781890318239,eng,26,4
1338,872207889,9780872207882,eng,154,4
1342,801435307,9780801435300,eng,18,1
1351,872204626,9780872204621,eng,28,7
1354,140449043,9780140449044,en-GB,8186,198
1362,140449086,9780140449082,eng,34727,597
1363,140446389,9780140446388,eng,227,18
1364,879757779,9780879757779,en-US,2,0
1365,192824252,9780192824257,eng,271,41
1366,140440348,9780140440348,en-US,143,17
1367,393959465,9780393959468,en-US,40,5
1368,375400613,9780375400612,en-US,132,10
1369,226327701,9780226327709,en-US,36,6
1371,140275363,9780140275360,eng,288792,3423
1373,872203522,9780872203525,en-US,1058,137
1374,374529051,9780374529055,en-US,692,81
1375,147712556,9780147712554,eng,54939,380
1376,140447946,9780140447941,eng,1919,118
1377,451527372,9780451527370,en-US,158,15
1378,872205428,9780872205420,en-US,212,18
1381,143039954,9780143039952,eng,760871,6557
1382,374525749,9780374525743,eng,1713,179
1383,60931957,9780060931957,eng,1131,78
1384,140449116,9780140449112,eng,2543,167
1387,451527364,9780451527363,eng,262,24
1391,086516584X,9780865165847,eng,69,6
1402,067499583X,9780674995833,mul,414,10
1403,1891190237,9781891190230,eng,67,7
1405,192837680,9780192837684,eng,259,15
1408,155832125X,9781558321250,eng,55,0
1417,141000589,9780141000589,eng,578,25
1419,517092948,9780517092941,eng,62,6
1420,521618746,9780521618748,eng,609271,7139
1423,1557831572,9781557831576,eng,8159,118
1424,006251279X,9780062512796,en-US,888,92
1425,62513346,9780062513342,en-US,1204,79
1426,60527986,9780060527983,en-US,22662,945
1427,60832819,9780060832810,eng,58917,2575
1428,61122092,9780061122095,eng,70760,2702
1429,60930136,9780060930134,en-US,1415,68
1431,61124265,9780061124266,eng,132064,5452
1433,140714545,9780140714548,eng,1658,125
1437,764586033,9780764586033,en-US,65,6
1438,764585681,9780764585685,eng,102,16
1439,879232153,9780879232153,eng,489,57
1440,674991206,9780674991200,mul,208,7
1441,872201686,9780872201682,eng,610,15
1444,674991222,9780674991224,mul,38,0
1445,872203948,9780872203945,eng,154,21
1449,393971678,9780393971675,eng,24,4
1459,674991877,9780674991873,eng,35,0
1461,929524357,9780929524351,eng,2,0
1462,226307808,9780226307800,eng,4483,56
1463,226307840,9780226307848,eng,3334,46
1465,226307832,9780226307831,eng,560,8
1466,1590171802,9781590171806,eng,679,85
1467,553213636,9780553213638,en-US,1464,21
1468,226307824,9780226307824,eng,541,15
1470,226307816,9780226307817,eng,790,12
1473,140449299,9780140449297,eng,9197,120
1474,674995600,9780674995604,mul,61,4
1475,521643864,9780521643863,grc,201,9
1476,140447261,9780140447262,eng,164,8
1479,195125983,9780195125986,eng,154,13
1480,413752801,9780413752802,eng,9,0
1486,486424626,9780486424620,eng,34,4
1488,393325830,9780393325836,eng,116,6
1489,192832603,9780192832603,eng,158,2
1491,674995333,9780674995338,mul,27,5
1494,195061667,9780195061666,eng,1950,95
1495,067499566X,9780674995666,mul,30,4
1499,195145666,9780195145663,eng,367,35
1504,071563187X,9780715631874,eng,23,1
1506,822004240,9780822004240,eng,5,0
1509,674995740,9780674995741,mul,29,2
1510,674996003,9780674996007,mul,25,3
1511,715629948,9780715629949,eng,12,1
1515,226307662,9780226307664,eng,46,7
1516,226307786,9780226307787,en-US,712,53
1517,226307948,9780226307947,eng,389,26
1518,019513592X,9780195135923,eng,77,7
1519,140443339,9780140443332,eng,28726,591
1521,872203905,9780872203907,eng,303,21
1523,140441123,9780140441123,eng,4303,62
1525,374527059,9780374527051,en-US,215,25
1526,081221627X,9780812216271,eng,12,3
1527,226307646,9780226307640,eng,74,7
1529,521539811,9780521539814,eng,31,3
1530,1400041929,9781400041923,eng,63,8
1531,812216717,9780812216714,en-GB,12,2
1532,486292428,9780486292427,eng,89,8
1533,1419150014,9781419150012,eng,1,0
1536,226307867,9780226307862,eng,5032,36
1537,452011671,9780452011670,eng,553,46
1538,451527844,9780451527844,eng,2883,40
1540,015602764X,9780156027649,eng,45589,726
1542,140444254,9780140444254,eng,2979,288
1546,872205851,9780872205857,en-US,109,7
1547,679431322,9780679431329,en-US,52,3
1548,140440283,9780140440287,eng,135,9
1549,192835882,9780192835888,eng,13358,199
1554,1580495931,9781580495936,eng,141555,1776
1555,451621603,9780451621603,eng,8,1
1558,521617359,9780521617352,grc,218,1
1559,1416500332,9781416500339,eng,740,57
1560,452007178,9780452007178,eng,6086,79
1561,415907446,9780415907446,eng,96,8
1562,553213431,9780553213430,eng,1998,33
1563,812234561,9780812234565,eng,4,0
1566,872203611,9780872203617,eng,1,0
1567,140448144,9780140448146,en-US,3833,120
1568,1585100870,9781585100873,eng,23,1
1571,199120099,9780199120093,eng,13,2
1572,674995376,9780674995376,grc,69,10
1576,140441522,9780140441529,eng,391,27
1577,156027658,9780156027656,eng,14,2
1579,674995961,9780674995963,grc,58,4
1584,822007762,49086007763,eng,5,0
1585,198721595,9780198721598,eng,14,3
1586,451616227,9780451616227,eng,19,2
1590,198140819,9780198140818,eng,262,13
1591,872206033,9780872206038,eng,30604,552
1592,140443320,9780140443325,en-US,42,1
1595,521774330,9780521774338,en-GB,5,2
1618,1400032717,9781400032716,eng,1054308,35537
1620,316156507,9780316156509,eng,4067,357
1625,743482778,9780743482776,eng,138101,2513
1627,743271327,9780743271325,eng,24985,1751
1633,142000280,9780142000281,en-GB,105507,3838
1634,1576751724,9781576751725,eng,75,12
1642,843392463X,9788433924636,spa,240,30
1643,8433968777,9788433968777,spa,331,24
1645,1862076650,9781862076655,eng,69,12
1646,8433924710,9788433924711,spa,1279,77
1654,8433924621,9788433924629,spa,1098,65
1658,321317106,9780321317100,eng,0,0
1664,321365208,9780321365200,eng,0,0
1667,8432216429,9788432216428,spa,453,60
1681,1565480848,9781565480841,eng,142,24
1684,679783199,9780679783190,eng,104,16
1685,1565481240,9781565481244,eng,271,21
1686,520227573,9780520227576,en-US,1643,97
1693,24021504,9780024021502,eng,2335,67
1698,872201864,9780872201866,eng,84,8
1702,143035983,9780143035985,eng,259,30
1703,192854526,9780192854520,eng,236,33
1707,1565482018,9781565482012,eng,29,3
1709,60934913,9780060934910,eng,2488,266
1710,8466308954,9788466308953,spa,11,0
1713,156001268,9780156001267,eng,710,64
1715,014044789X,9780140447897,eng,48223,764
1718,393058107,9780393058109,eng,30,8
1720,806128941,9780806128948,eng,229,16
1721,806114568,9780806114569,eng,32,3
1722,814317324,9780814317327,en-US,78,8
1725,674992555,9780674992559,eng,98,5
1728,520242602,9780520242609,eng,432,14
1729,674990471,9780674990470,eng,61,4
1730,674990463,9780674990463,eng,813,14
1731,814326110,9780814326114,eng,12,0
1744,806115602,9780806115603,eng,7,1
1750,069101597X,9780691015972,eng,12,0
1752,195143108,9780195143102,eng,36,5
1761,195143736,9780195143737,eng,264,14
1771,130158852,9780130158857,eng,14,0
1796,1857150600,9781857150605,eng,30,2
1800,226301192,9780226301198,eng,122,16
1801,521315794,9780521315791,eng,32,3
1804,521011760,9780521011761,eng,10,1
1805,521479347,9780521479349,eng,10,0
1814,1585424838,9781585424832,en-US,1416,217
1815,767907434,9780767907439,en-US,2799,166
1823,743233212,9780743233217,eng,11990,831
1824,743270606,9780743270601,eng,10679,899
1839,393061310,9780393061314,eng,4356,404
1843,865475091,9780865475090,eng,633,60
1845,385486804,9780385486804,eng,800349,18198
1846,785268839,9780785268833,eng,55106,1503
1848,743246985,9780743246989,eng,73572,4280
1849,044657967X,9780446579674,eng,20909,944
1850,515142395,9780515142396,eng,2456,115
1852,439227143,9780439227148,eng,274649,7203
1853,037582538X,9780375825385,eng,4541,378
1856,1591583667,9781591583660,eng,9,2
1869,805063897,9780805063899,eng,168362,5762
1877,394417755,9780394417752,eng,15,3
1879,140268685,9780140268683,eng,313,27
1883,140137343,9780140137347,eng,51,2
1887,014025157X,9780140251579,eng,4244,99
1888,192802380,9780192802385,eng,2399,253
1889,143036238,9780143036234,eng,1821,210
1891,486440915,9780486440910,eng,1146,166
1893,1593083246,9781593083243,eng,1628,171
1894,1400032806,9781400032808,eng,7481,1022
1896,375752676,9780375752674,eng,330,40
1898,385494785,9780385494786,eng,351406,11701
1902,067978361X,9780679783619,eng,1910,136
1911,374292795,9780374292799,eng,87570,2800
1914,8427032226,9788427032224,spa,38,0
1925,898868092,9780898868098,eng,43,1
1931,590422677,9780590422673,eng,273,36
1934,451529308,9780451529305,eng,1479727,18458
1935,1402714580,9781402714580,eng,1395,131
1936,439101360,9780439101363,eng,462,45
1937,517221160,9780517221167,eng,166,9
1946,1931082731,9781931082730,eng,3124,87
1947,1904633277,9781904633273,eng,83,9
1955,743487605,9780743487603,eng,131,28
1957,1593081383,9781593081386,eng,1343,183
1958,158663352X,9781586633523,eng,10,1
1959,1593080557,9781593080556,en-US,730,88
1960,1857151437,9781857151435,eng,39,9
1972,067179227X,9780671792275,en-US,9718,216
1976,1405228180,9781405228183,eng,1432,61
1982,517093391,9780517093399,en-US,32,2
1984,375760059,9780375760051,eng,1235,146
1985,451530047,9780451530042,eng,355,17
1987,671882368,9780671882365,en-US,4873,501
1988,670030775,9780670030774,eng,552,81
1990,140436146,9780140436143,eng,13212,394
1991,465031269,9780465031269,eng,4532,278
1993,60183071,9780060183073,eng,59,1
1999,822533898,9780822533894,eng,127,10
2002,043932162X,9780439321624,eng,11515,139
2004,826452329,9780826452320,eng,78,9
2005,747584664,9780747584667,eng,1213,78
2010,765342510,9780765342515,eng,1625,85
2011,765342537,9780765342539,eng,6146,150
2015,765342529,9780765342522,eng,1485,76
2019,413772780,9780413772787,en-GB,3,1
2022,1420926713,9781420926712,en-US,3,1
2025,198144962,9780198144960,eng,76,6
2026,521834341,9780521834346,eng,3,0
2028,1573921335,9781573921336,en-GB,56,4
2034,198145047,9780198145042,grc,0,0
2043,1853991147,9781853991141,eng,7,1
2045,1883011086,9781883011086,eng,1107,48
2046,1883011078,9781883011079,eng,1324,66
2048,375415025,9780375415029,eng,241,11
2049,394758269,9780394758268,eng,13233,570
2051,394757653,9780394757650,eng,4952,162
2052,394758285,9780394758282,eng,103400,4076
2054,394757688,9780394757681,eng,26389,1619
2056,812970403,9780812970401,eng,983,130
2057,452286875,9780452286870,eng,214,31
2058,1421501562,9781421501567,eng,250,12
2059,056352474X,9780563524748,eng,10,2
2067,067003472X,9780670034727,eng,10135,330
2068,068482471X,9780684824710,eng,13563,235
2071,142003840,9780142003848,eng,2324,88
2072,262540371,9780262540377,eng,573,11
2074,465073514,9780465073511,eng,1555,63
2077,387987207,9780387987200,en-US,21,3
2078,262540428,9780262540421,eng,515,37
2081,553345842,9780553345841,eng,4786,92
2093,553103741,9780553103748,eng,817,63
2094,553804367,9780553804362,eng,24035,828
2095,055380202X,9780553802023,eng,29607,645
2096,762419229,9780762419227,eng,1682,51
2099,465081983,9780465081981,eng,1469,22
2100,039332446X,9780393324464,eng,257,10
2102,380707632,9780380707638,eng,674,30
2103,691050848,9780691050843,eng,989,40
2104,60977108,9780060977108,eng,4774,178
2107,713484071,9780713484076,eng,51,5
2109,316281336,9780316281331,eng,371,12
2112,452282314,9780452282315,en-US,429,39
2113,452278872,9780452278875,eng,317,14
2122,451191153,9780451191151,eng,271754,10063
2123,446618764,9780446618762,eng,69,6
2126,60793198,9780060793197,en-US,31,2
2127,1400051576,9781400051571,en-US,1392,136
2136,312425023,9780312425029,eng,4462,446
2137,312424086,9780312424084,eng,14769,658
2140,316172324,9780316172325,en-US,4254,355
2142,849945119,9780849945113,eng,13334,502
2144,743422074,9780743422079,eng,169,22
2151,517147688,9780517147689,eng,300,31
2152,452286530,9780452286535,eng,57720,3535
2153,517118297,9780517118290,eng,267,24
2155,192832972,9780192832979,eng,2278,69
2156,192802631,9780192802637,eng,441462,11308
2157,097212179X,9780972121798,eng,1442,108
2166,743564367,9780743564366,eng,393,77
2167,764586602,9780764586606,en-US,4,0
2176,679731369,9780679731368,eng,9373,606
2178,140435824,9780140435825,eng,378,31
2179,192836226,9780192836229,eng,105,7
